AD_wx (rad/s),AD_wy (rad/s),AD_wz (rad/s)
5.224839644808545211e-05,5.166509415595096081e-05,5.253653226711178071e-05
4.962837583934764013e-05,5.190493642157630418e-05,5.261832417197362410e-05
4.968462220377678305e-05,5.310846604924967547e-05,5.093318079867368902e-05
5.154647961476002758e-05,5.011929270584778578e-05,5.292436493521600837e-05
5.154636201623516965e-05,5.043611910820147449e-05,5.087500999738421722e-05
4.965486129676167042e-05,5.131921504347327067e-05,5.247574222527452242e-05
5.173257111167541298e-05,5.011376715079568072e-05,5.570356780134155350e-05
4.786861090462579893e-05,5.039603555648858362e-05,5.105311376495555941e-05
4.947009836366638639e-05,4.986044796989780347e-05,5.170174334644467908e-05
5.039279898747692991e-05,5.152821502796603968e-05,5.083581327517528283e-05
4.953786547557630755e-05,5.127577993726252595e-05,5.116411800543357017e-05
4.877440220161673564e-05,5.033015953537234039e-05,5.110314763641938120e-05
4.842674893329024216e-05,4.916165278988350145e-05,4.968292573834048008e-05
5.013578831072892315e-05,5.217674840023619592e-05,4.955877137912975634e-05
4.874108827152797877e-05,4.981241408144159713e-05,5.085801539660541118e-05
4.852492395856952386e-05,5.258466409995162221e-05,4.981986978907100008e-05
4.865665959165291248e-05,5.056332846311199178e-05,5.042479763314032011e-05
4.737654245949403988e-05,4.955760037225274674e-05,5.075071823634028935e-05
4.907365747491611318e-05,4.889490805826761355e-05,4.757125246292308069e-05
4.682629072189434119e-05,4.876676327272251924e-05,5.038838665778965452e-05
4.893648849626046473e-05,4.994198554803003519e-05,4.958048918599271493e-05
4.814317355210557831e-05,4.854199270277022782e-05,4.762563747365160981e-05
4.853635911178096567e-05,4.709379421411479417e-05,5.012183522024046627e-05
4.622492158827989542e-05,5.011218537483121198e-05,4.880603240600268590e-05
4.749272460817683132e-05,5.050091730043840824e-05,4.835718719637663640e-05
4.888012987057903928e-05,4.793610127141320816e-05,4.835493114480614882e-05
4.733586948187531958e-05,4.898529401560719563e-05,4.914801773234975913e-05
4.682085461308323166e-05,5.064686982524895366e-05,4.883018513579354158e-05
4.550869209764032535e-05,4.936528754281772110e-05,4.779144308540228206e-05
4.840000695749771959e-05,4.770570388055742154e-05,4.830885438508598749e-05
4.908086691386524266e-05,4.830246581272130751e-05,4.869065366684125260e-05
4.746897677702047343e-05,4.650060363974185530e-05,4.851362279877038144e-05
4.747109754028229511e-05,4.733325130879158238e-05,4.905544565790891586e-05
4.716619611391450480e-05,4.824638589685625704e-05,4.932251432005345143e-05
4.840275417290067927e-05,4.711029353953503321e-05,4.860009744916651597e-05
4.730751443727585870e-05,4.634621959554609255e-05,4.590366423412777435e-05
4.781425606962927302e-05,4.781010444730891335e-05,4.813958569299037806e-05
4.635453050593118038e-05,4.811213127980167536e-05,4.832638762394439431e-05
4.615732955053293199e-05,4.812195034461881822e-05,4.628619082370327812e-05
4.626451277437136780e-05,4.918716919682761160e-05,4.672985378141934185e-05
4.607930172031170956e-05,4.656832603938166910e-05,4.820767335648323018e-05
4.674343931931513479e-05,4.751036716602170492e-05,4.606342963861861640e-05
4.722055230133329426e-05,4.849494811712826495e-05,4.682330142629944323e-05
4.700073089806315276e-05,4.479880216369872670e-05,4.804853396961854652e-05
4.588701295378320424e-05,4.781556984457390754e-05,4.777864855315625692e-05
4.601292614472856133e-05,4.592261932376652463e-05,4.620766893155226022e-05
4.605182777158892777e-05,4.526240222747488672e-05,4.662122099520913174e-05
4.795846791861673982e-05,4.555170889381927440e-05,4.802192330768820586e-05
4.625374073029642170e-05,4.794468845199734906e-05,4.884449863571601886e-05
4.682251395240805050e-05,4.522443171533000844e-05,4.734967141310897880e-05
4.675166671182593846e-05,4.688064499062096966e-05,4.604399594239440464e-05
4.647756991128528762e-05,4.584912090354299009e-05,4.475344280181569836e-05
4.654050526009611644e-05,4.662548819709036707e-05,4.702192636428234390e-05
4.533841246324090156e-05,4.514986923711309882e-05,4.661087357354478972e-05
4.435264682679926004e-05,4.658299888721206242e-05,4.620009364829551695e-05
4.522696650425530126e-05,4.579389688782755611e-05,4.519046746012949663e-05
4.601446753839852333e-05,4.633240129160975376e-05,4.473675142580934536e-05
4.376516333388025330e-05,4.479710965806750955e-05,4.591342497190393232e-05
4.599343946156694780e-05,4.533655802709329820e-05,4.507944280108371613e-05
4.544560672667247294e-05,4.671344933064536188e-05,4.392562998022430190e-05
4.538380017129865513e-05,4.501251680505072164e-05,4.544871098555270197e-05
4.372565763585948455e-05,4.512480644360950639e-05,4.499338386744768342e-05
4.346806245472915745e-05,4.631283311217568191e-05,4.608682547313559152e-05
4.303394832371731644e-05,4.732949184667130838e-05,4.516137304758026361e-05
4.416364833696511880e-05,4.511112237608580255e-05,4.607062747930882577e-05
4.400007405246753278e-05,4.328585690171594220e-05,4.474327386821593531e-05
4.392331748906888188e-05,4.557934753225308924e-05,4.484862440974310990e-05
4.678227426012165972e-05,4.576657271052046890e-05,4.700269015783737546e-05
4.443672787385129257e-05,4.309594397665704815e-05,4.533665376782613799e-05
4.628942924936714715e-05,4.625861475067822258e-05,4.396242724780669015e-05
4.403481744352291118e-05,4.424118254029960637e-05,4.407753012906968259e-05
4.323512734463567253e-05,4.328503973666682068e-05,4.526076569252650386e-05
4.486186611891266360e-05,4.415425946314291064e-05,4.313087609017789739e-05
4.437294052570482493e-05,4.433378781702308839e-05,4.454738562799276689e-05
4.432157977237702372e-05,4.316215694966264857e-05,4.340411539751566676e-05
4.413764505801333278e-05,4.516725073676966789e-05,4.346755344427204204e-05
4.482594727334987414e-05,4.663769212762027271e-05,4.452410839989282438e-05
4.244715884976888489e-05,4.143320792599606992e-05,4.285961587696623758e-05
4.409940423882923117e-05,4.321959679308838456e-05,4.340859259120614884e-05
4.476031275052041932e-05,4.260045290977860198e-05,4.502022457068724070e-05
4.338492557953205529e-05,4.199762350413806781e-05,4.532801426916370133e-05
4.239871830495406044e-05,4.281191139443865851e-05,4.371941389723964184e-05
4.221344354779899119e-05,4.236249352739372172e-05,4.220819717801213111e-05
4.629428000360703919e-05,4.301909038731953924e-05,4.391990478190323244e-05
4.110978763664799659e-05,4.314687925450200054e-05,4.259163045363839096e-05
4.198552780408755042e-05,4.474960546987089677e-05,4.043386095393688387e-05
4.465057719128189239e-05,4.257229902049564562e-05,4.106316248281495263e-05
4.418041198091266229e-05,4.331920934123157469e-05,4.074439240588734683e-05
4.346142700340698082e-05,4.207671417898418899e-05,4.289053770319103183e-05
4.365788321283979730e-05,4.192198695175374250e-05,4.304938032053500765e-05
4.394124173632437650e-05,4.263112266747110294e-05,4.177826427287116350e-05
4.339948042122369985e-05,4.164062696218565361e-05,4.485209322136737625e-05
4.275032058383221523e-05,4.214971475605437738e-05,4.253864803702555594e-05
4.274510530734413504e-05,4.263812988509989565e-05,4.334244646260280840e-05
4.286160723647837386e-05,4.353208549420899142e-05,4.261086007547375216e-05
4.366438137732175944e-05,4.321871750283658929e-05,4.075037442958410019e-05
4.193220016154530864e-05,4.195728927040856212e-05,4.384810699776071967e-05
4.227011836405832128e-05,4.364651537269878344e-05,4.223655852695021458e-05
4.449909812847722908e-05,4.139296615562870605e-05,4.134735272087927389e-05
3.929899995003674956e-05,4.085354204822091415e-05,4.436039295266160255e-05
4.297425271452221332e-05,4.200183090456132134e-05,4.273558577653281980e-05
4.372143448321836191e-05,4.086270135441079631e-05,4.113094655141379542e-05
4.131978586472055643e-05,4.225043603780218905e-05,4.208221495162483986e-05
4.068950474521405917e-05,4.080453208430627303e-05,4.114060481283092377e-05
4.239183531742101487e-05,4.230614929784938359e-05,4.237966550812234711e-05
4.129012479816416599e-05,4.186952996432384463e-05,4.081718075397567633e-05
4.273797742771060827e-05,4.183228828669081993e-05,4.297529456494088101e-05
4.106515913258582562e-05,4.045154266405986352e-05,4.158399642215203503e-05
4.398750876613652399e-05,4.245521405205801270e-05,4.342117351231579241e-05
4.257178477546850315e-05,4.216813152755164720e-05,4.173079206814015677e-05
4.155308564716658472e-05,3.949174886523678101e-05,4.236869997514418383e-05
4.014327053433639311e-05,4.304784859537149927e-05,4.127010073659096042e-05
4.013391521924109505e-05,4.002614878726211222e-05,4.193065997357967912e-05
4.362243973789077772e-05,3.893741101258493874e-05,3.821573971355043530e-05
4.456456915368470120e-05,4.057085389272041320e-05,4.151965067659303671e-05
4.149066806949853645e-05,4.054140298174172983e-05,3.945243065874176229e-05
4.192670899191431585e-05,4.188154992611330807e-05,4.196890388818793916e-05
3.961955752318420285e-05,4.228834723627427212e-05,4.005461124308944793e-05
4.139440319706680219e-05,4.373119580163509700e-05,4.082533664577891043e-05
4.290884395008140608e-05,3.960622960205893652e-05,4.247954481686220201e-05
3.949046566255373349e-05,4.066802920181395846e-05,4.014965776685271550e-05
4.239994620822675272e-05,3.928322810045335077e-05,4.083407157725980766e-05
4.004761850483177393e-05,3.882468698553300142e-05,4.004742337875749262e-05
4.201967805728211420e-05,3.987702370941402112e-05,3.926672018314884794e-05
4.009566052759450886e-05,3.977508926852971340e-05,4.172929585279718949e-05
4.027208835382774325e-05,4.123674598513704198e-05,4.051684452482135504e-05
4.075575710160905866e-05,3.969709799462801302e-05,4.134158565063171222e-05
4.228617302447505217e-05,3.929186947328476608e-05,3.989135751013423017e-05
4.167623679735681390e-05,4.149553640487424868e-05,4.075085892406602139e-05
3.935896116119182040e-05,3.824615272753544509e-05,3.992081463826915893e-05
4.014985698903096633e-05,4.136954901652507572e-05,3.954423665100362278e-05
4.105979636796244748e-05,3.911013093457193097e-05,3.849600650500021828e-05
4.084178528831327600e-05,3.840620446748109121e-05,4.184559790194236943e-05
4.024299034659671381e-05,3.967435193852928370e-05,3.981119409951487149e-05
4.142050895179427640e-05,4.165225620662605125e-05,3.963069954040240281e-05
4.088681391163527447e-05,3.927064428135612541e-05,4.020545678339853949e-05
4.036828140584428222e-05,3.954728291789661544e-05,4.055604392161131863e-05
3.892658474542251969e-05,3.991655036369291489e-05,3.939892685178034766e-05
4.191976455553597701e-05,4.087358827725018898e-05,3.879895588923389316e-05
4.005429562152102314e-05,3.968972432387404473e-05,3.933376235666609448e-05
4.055626464945667607e-05,4.044982543189208646e-05,3.913293485266896118e-05
4.268790843198270031e-05,3.819942811085537816e-05,3.975405558494638067e-05
3.862772656797366081e-05,3.880927150685588463e-05,4.089169329162174217e-05
4.011778310529965724e-05,3.771391623214442450e-05,3.872824887269720286e-05
4.072278818598666612e-05,3.956922133203228509e-05,3.872386729603691062e-05
4.056474355351883190e-05,4.121308103327403071e-05,3.940811313290116543e-05
4.263993817504440221e-05,3.813125621971766137e-05,3.910772868810640667e-05
4.026119922141197698e-05,3.983403987859530422e-05,3.951252739744432390e-05
4.028670173252760917e-05,3.809221954825282186e-05,4.057407337448071428e-05
3.904747009587775287e-05,3.793740002824554726e-05,3.955207286970070129e-05
4.059081281316879758e-05,3.939881767391792503e-05,3.910249344676735314e-05
3.949234357138087963e-05,3.917880842902399729e-05,4.040844505125744054e-05
4.105601765025898190e-05,3.766014848344806631e-05,3.944020068100678050e-05
3.910116984882506516e-05,3.766515434782058891e-05,3.891468119215154843e-05
4.008236247080816997e-05,3.788234278284399400e-05,3.909905104494989625e-05
3.964273412288975458e-05,3.950466530338202686e-05,3.905288867162070508e-05
3.882568888136585955e-05,3.855806878809957131e-05,3.840548864280318400e-05
4.009118081137621976e-05,3.833121136979869439e-05,3.655611013630341149e-05
3.804062115209008547e-05,3.780419400454550737e-05,3.832964032230116183e-05
3.848332157143520815e-05,3.747629710576684666e-05,3.850747030283001461e-05
3.850000823007530658e-05,3.694121289884435086e-05,3.889514259359142754e-05
3.947809007181607807e-05,3.747422994940847356e-05,3.868710905989637184e-05
3.914714982736969132e-05,3.919472532899635948e-05,3.749629789290346145e-05
3.964677953600248680e-05,3.654200874334714817e-05,3.837182906161418976e-05
3.821901232803317421e-05,3.760026931816919197e-05,3.713740805432967217e-05
3.914106376970669538e-05,3.889850494357287482e-05,3.897260664550798308e-05
3.787883521040738495e-05,3.755262799896755510e-05,3.872121956307769100e-05
3.854443966746212149e-05,3.610727349054269067e-05,3.606543549369420809e-05
3.876298219649537273e-05,3.750971909405231890e-05,3.745879061954522106e-05
3.889979519068465625e-05,3.949606661108158245e-05,3.916474531553441402e-05
3.830659994390553797e-05,3.699488696190323452e-05,3.925741244123262248e-05
3.799423424533054613e-05,3.744223717545214816e-05,3.941254540049934831e-05
3.756365474252905293e-05,3.686187453250245038e-05,3.758016891560173029e-05
3.775986599592263862e-05,3.700711588008853117e-05,3.706577126546555423e-05
3.907225920723387787e-05,3.755346776200844602e-05,3.993931418191127306e-05
3.980077460122566211e-05,3.782190871369035736e-05,3.685324024035271137e-05
3.800776637771869563e-05,3.932729616244458283e-05,3.491087995529973024e-05
3.899486547366026089e-05,3.722760536583017175e-05,3.823217975304090511e-05
3.627580843815589762e-05,3.575198586282683696e-05,3.558938063659080356e-05
3.771952968832543047e-05,3.774452761378366657e-05,3.769711318947123214e-05
3.886287478975071697e-05,3.708476863183301250e-05,3.892957488678452498e-05
3.763711104565968638e-05,3.604614589835738753e-05,3.751569573440105548e-05
